INPUT_TABLE
Variable ID
GHGConstrLong

"region","ghgpolicy","market","year","value"
"Africa_Eastern","GHG","Africa_Eastern",2020,669.535153750922
"Africa_Eastern","GHG","Africa_Eastern",2025,784.117078110362
"Africa_Eastern","GHG","Africa_Eastern",2030,911.447852391569
"Africa_Eastern","GHG","Africa_Eastern",2035,1041.58185894924
"Africa_Eastern","GHG","Africa_Eastern",2040,1191.85178578377
"Africa_Eastern","GHG","Africa_Eastern",2045,1360.766981091
"Africa_Eastern","GHG","Africa_Eastern",2050,1544.09464924553
"Africa_Eastern","GHG","Africa_Eastern",2055,1738.18948886076
"Africa_Eastern","GHG","Africa_Eastern",2060,1938.5763028877
"Africa_Eastern","GHG","Africa_Eastern",2065,2139.4400840656
"Africa_Eastern","GHG","Africa_Eastern",2070,2333.84811586373
"Africa_Eastern","GHG","Africa_Eastern",2075,2513.38848322327
"Africa_Eastern","GHG","Africa_Eastern",2080,2670.24848572383
"Africa_Eastern","GHG","Africa_Eastern",2085,2799.6184993139
"Africa_Eastern","GHG","Africa_Eastern",2090,2898.08287704995
"Africa_Eastern","GHG","Africa_Eastern",2095,2963.59703757594
"Africa_Eastern","GHG","Africa_Eastern",2100,2994.12040709668
"Africa_Northern","GHG","Africa_Northern",2020,876.90153266099
"Africa_Northern","GHG","Africa_Northern",2025,996.510816220869
"Africa_Northern","GHG","Africa_Northern",2030,1116.12009978075
"Africa_Northern","GHG","Africa_Northern",2035,1233.53216541666
"Africa_Northern","GHG","Africa_Northern",2040,1340.4132025957
"Africa_Northern","GHG","Africa_Northern",2045,1435.12442991455
"Africa_Northern","GHG","Africa_Northern",2050,1514.82821445372
"Africa_Northern","GHG","Africa_Northern",2055,1583.20208987554
"Africa_Northern","GHG","Africa_Northern",2060,1640.95313670093
"Africa_Northern","GHG","Africa_Northern",2065,1686.39889989191
"Africa_Northern","GHG","Africa_Northern",2070,1713.7424358713
"Africa_Northern","GHG","Africa_Northern",2075,1722.66788620117
"Africa_Northern","GHG","Africa_Northern",2080,1716.01136217743
"Africa_Northern","GHG","Africa_Northern",2085,1696.90307328031
"Africa_Northern","GHG","Africa_Northern",2090,1667.9715358675
"Africa_Northern","GHG","Africa_Northern",2095,1630.47118317294
"Africa_Northern","GHG","Africa_Northern",2100,1584.54800049938
"Africa_Southern","GHG","Africa_Southern",2020,522.846840585968
"Africa_Southern","GHG","Africa_Southern",2025,540.900541782008
"Africa_Southern","GHG","Africa_Southern",2030,558.954242978048
"Africa_Southern","GHG","Africa_Southern",2035,567.084959147746
"Africa_Southern","GHG","Africa_Southern",2040,582.809172822338
"Africa_Southern","GHG","Africa_Southern",2045,606.619668250631
"Africa_Southern","GHG","Africa_Southern",2050,635.604631021157
"Africa_Southern","GHG","Africa_Southern",2055,666.184338659042
"Africa_Southern","GHG","Africa_Southern",2060,695.11765908873
"Africa_Southern","GHG","Africa_Southern",2065,720.182442828351
"Africa_Southern","GHG","Africa_Southern",2070,739.2465293758
"Africa_Southern","GHG","Africa_Southern",2075,750.354836067887
"Africa_Southern","GHG","Africa_Southern",2080,753.11080369727
"Africa_Southern","GHG","Africa_Southern",2085,747.268637328474
"Africa_Southern","GHG","Africa_Southern",2090,732.998566252933
"Africa_Southern","GHG","Africa_Southern",2095,710.850247499788
"Africa_Southern","GHG","Africa_Southern",2100,681.781181086199
"Africa_Western","GHG","Africa_Western",2020,1020.05922226832
"Africa_Western","GHG","Africa_Western",2025,1071.21074190775
"Africa_Western","GHG","Africa_Western",2030,1122.36226154719
"Africa_Western","GHG","Africa_Western",2035,1166.63182267425
"Africa_Western","GHG","Africa_Western",2040,1205.48764979996
"Africa_Western","GHG","Africa_Western",2045,1238.00119649274
"Africa_Western","GHG","Africa_Western",2050,1262.20891622031
"Africa_Western","GHG","Africa_Western",2055,1277.07287670616
"Africa_Western","GHG","Africa_Western",2060,1279.74236340444
"Africa_Western","GHG","Africa_Western",2065,1268.15855837103
"Africa_Western","GHG","Africa_Western",2070,1240.96401603626
"Africa_Western","GHG","Africa_Western",2075,1197.88746860578
"Africa_Western","GHG","Africa_Western",2080,1140.15517727394
"Africa_Western","GHG","Africa_Western",2085,1070.30724238496
"Africa_Western","GHG","Africa_Western",2090,991.654128492093
"Africa_Western","GHG","Africa_Western",2095,907.086144772584
"Africa_Western","GHG","Africa_Western",2100,819.498408802116
"Argentina","GHG","Argentina",2020,398.529059818511
"Argentina","GHG","Argentina",2025,432.964529909255
"Argentina","GHG","Argentina",2030,467.4
"Argentina","GHG","Argentina",2035,485.106992066746
"Argentina","GHG","Argentina",2040,495.29755621933
"Argentina","GHG","Argentina",2045,498.478491803843
"Argentina","GHG","Argentina",2050,497.751348880005
"Argentina","GHG","Argentina",2055,493.879971469593
"Argentina","GHG","Argentina",2060,486.881096770524
"Argentina","GHG","Argentina",2065,477.097383276828
"Argentina","GHG","Argentina",2070,464.47709289434
"Argentina","GHG","Argentina",2075,449.107680606057
"Argentina","GHG","Argentina",2080,432.126945355887
"Argentina","GHG","Argentina",2085,414.256972241833
"Argentina","GHG","Argentina",2090,395.947873927593
"Argentina","GHG","Argentina",2095,377.246374426692
"Argentina","GHG","Argentina",2100,358.182348821859
"Australia_NZ","GHG","Australia_NZ",2020,499
"Australia_NZ","GHG","Australia_NZ",2025,469.30125
"Australia_NZ","GHG","Australia_NZ",2030,439.6025
"Australia_NZ","GHG","Australia_NZ",2035,398.335797316974
"Australia_NZ","GHG","Australia_NZ",2040,359.528954530858
"Australia_NZ","GHG","Australia_NZ",2045,323.822185217642
"Australia_NZ","GHG","Australia_NZ",2050,289.354397215264
"Australia_NZ","GHG","Australia_NZ",2055,257.24198303647
"Australia_NZ","GHG","Australia_NZ",2060,228.881638535006
"Australia_NZ","GHG","Australia_NZ",2065,203.34237330141
"Australia_NZ","GHG","Australia_NZ",2070,180.011146853144
"Australia_NZ","GHG","Australia_NZ",2075,158.327507023939
"Australia_NZ","GHG","Australia_NZ",2080,138.477078232215
"Australia_NZ","GHG","Australia_NZ",2085,120.388188339047
"Australia_NZ","GHG","Australia_NZ",2090,104.179122497777
"Australia_NZ","GHG","Australia_NZ",2095,89.8447093776406
"Australia_NZ","GHG","Australia_NZ",2100,77.2287200444419
"Brazil","GHG","Brazil",2020,1600.9510127949
"Brazil","GHG","Brazil",2025,1323
"Brazil","GHG","Brazil",2030,1197
"Brazil","GHG","Brazil",2035,983.028225269413
"Brazil","GHG","Brazil",2040,800.409847002331
"Brazil","GHG","Brazil",2045,645.808740927998
"Brazil","GHG","Brazil",2050,516.213995372473
"Brazil","GHG","Brazil",2055,410.534844596413
"Brazil","GHG","Brazil",2060,324.945097214296
"Brazil","GHG","Brazil",2065,255.423224031054
"Brazil","GHG","Brazil",2070,199.803095372877
"Brazil","GHG","Brazil",2075,155.989441614001
"Brazil","GHG","Brazil",2080,121.235450324404
"Brazil","GHG","Brazil",2085,93.8565697097457
"Brazil","GHG","Brazil",2090,72.465524318977
"Brazil","GHG","Brazil",2095,55.8592080170496
"Brazil","GHG","Brazil",2100,42.9928217717665
"Canada","GHG","Canada",2020,655.7
"Canada","GHG","Canada",2025,604.08435
"Canada","GHG","Canada",2030,552.4687
"Canada","GHG","Canada",2035,495.258832501736
"Canada","GHG","Canada",2040,443.041821383349
"Canada","GHG","Canada",2045,393.826292571207
"Canada","GHG","Canada",2050,347.264443454613
"Canada","GHG","Canada",2055,304.653960126682
"Canada","GHG","Canada",2060,267.530486006018
"Canada","GHG","Canada",2065,235.503353418457
"Canada","GHG","Canada",2070,207.303279610703
"Canada","GHG","Canada",2075,181.850721017673
"Canada","GHG","Canada",2080,158.952054404095
"Canada","GHG","Canada",2085,138.268497273564
"Canada","GHG","Canada",2090,119.807199249914
"Canada","GHG","Canada",2095,103.516837699424
"Canada","GHG","Canada",2100,89.2130690242307
"Central America and Caribbean","GHG","Central America and Caribbean",2020,414.563506441618
"Central America and Caribbean","GHG","Central America and Caribbean",2025,454.622166287485
"Central America and Caribbean","GHG","Central America and Caribbean",2030,494.680826133353
"Central America and Caribbean","GHG","Central America and Caribbean",2035,525.236329904688
"Central America and Caribbean","GHG","Central America and Caribbean",2040,555.668845464031
"Central America and Caribbean","GHG","Central America and Caribbean",2045,585.286521883808
"Central America and Caribbean","GHG","Central America and Caribbean",2050,612.400808652469
