INPUT_TABLE
Variable ID
GHGConstrLong

"region","ghgpolicy","market","year","value"
"Africa_Eastern","GHG","Africa_Eastern",2020,669.535153750922
"Africa_Eastern","GHG","Africa_Eastern",2025,784.117078110362
"Africa_Eastern","GHG","Africa_Eastern",2030,911.447852391569
"Africa_Eastern","GHG","Africa_Eastern",2035,938.53994738797
"Africa_Eastern","GHG","Africa_Eastern",2040,967.700491779067
"Africa_Eastern","GHG","Africa_Eastern",2045,995.547137447609
"Africa_Eastern","GHG","Africa_Eastern",2050,1017.91458815423
"Africa_Eastern","GHG","Africa_Eastern",2055,1032.50911643555
"Africa_Eastern","GHG","Africa_Eastern",2060,1037.62166331016
"Africa_Eastern","GHG","Africa_Eastern",2065,1031.84773259653
"Africa_Eastern","GHG","Africa_Eastern",2070,1014.25563713634
"Africa_Eastern","GHG","Africa_Eastern",2075,984.223695845487
"Africa_Eastern","GHG","Africa_Eastern",2080,942.204618176417
"Africa_Eastern","GHG","Africa_Eastern",2085,890.126561883015
"Africa_Eastern","GHG","Africa_Eastern",2090,830.277104833906
"Africa_Eastern","GHG","Africa_Eastern",2095,765.051671702056
"Africa_Eastern","GHG","Africa_Eastern",2100,696.466501860276
"Africa_Northern","GHG","Africa_Northern",2020,876.90153266099
"Africa_Northern","GHG","Africa_Northern",2025,996.510816220869
"Africa_Northern","GHG","Africa_Northern",2030,1116.12009978075
"Africa_Northern","GHG","Africa_Northern",2035,1055.93728872209
"Africa_Northern","GHG","Africa_Northern",2040,982.231805380984
"Africa_Northern","GHG","Africa_Northern",2045,900.22796808851
"Africa_Northern","GHG","Africa_Northern",2050,813.418372344028
"Africa_Northern","GHG","Africa_Northern",2055,727.737231697163
"Africa_Northern","GHG","Africa_Northern",2060,645.687035236001
"Africa_Northern","GHG","Africa_Northern",2065,568.033365205326
"Africa_Northern","GHG","Africa_Northern",2070,494.136272434678
"Africa_Northern","GHG","Africa_Northern",2075,425.197193735608
"Africa_Northern","GHG","Africa_Northern",2080,362.573984208996
"Africa_Northern","GHG","Africa_Northern",2085,306.917155150384
"Africa_Northern","GHG","Africa_Northern",2090,258.25004796835
"Africa_Northern","GHG","Africa_Northern",2095,216.098897545902
"Africa_Northern","GHG","Africa_Northern",2100,179.77631390199
"Africa_Southern","GHG","Africa_Southern",2020,522.846840585968
"Africa_Southern","GHG","Africa_Southern",2025,540.900541782008
"Africa_Southern","GHG","Africa_Southern",2030,558.954242978048
"Africa_Southern","GHG","Africa_Southern",2035,538.15823441608
"Africa_Southern","GHG","Africa_Southern",2040,524.868006479993
"Africa_Southern","GHG","Africa_Southern",2045,518.44426051628
"Africa_Southern","GHG","Africa_Southern",2050,515.506918002462
"Africa_Southern","GHG","Africa_Southern",2055,512.747704618751
"Africa_Southern","GHG","Africa_Southern",2060,507.726099962552
"Africa_Southern","GHG","Africa_Southern",2065,499.201128352101
"Africa_Southern","GHG","Africa_Southern",2070,486.277510034542
"Africa_Southern","GHG","Africa_Southern",2075,468.407065235968
"Africa_Southern","GHG","Africa_Southern",2080,446.146499934804
"Africa_Southern","GHG","Africa_Southern",2085,420.104398973682
"Africa_Southern","GHG","Africa_Southern",2090,391.061858693106
"Africa_Southern","GHG","Africa_Southern",2095,359.900388259207
"Africa_Southern","GHG","Africa_Southern",2100,327.575239232013
"Africa_Western","GHG","Africa_Western",2020,1020.05922226832
"Africa_Western","GHG","Africa_Western",2025,1071.21074190775
"Africa_Western","GHG","Africa_Western",2030,1122.36226154719
"Africa_Western","GHG","Africa_Western",2035,1166.63182267425
"Africa_Western","GHG","Africa_Western",2040,1205.48764979996
"Africa_Western","GHG","Africa_Western",2045,1238.00119649274
"Africa_Western","GHG","Africa_Western",2050,1262.20891622031
"Africa_Western","GHG","Africa_Western",2055,1277.07287670616
"Africa_Western","GHG","Africa_Western",2060,1279.74236340444
"Africa_Western","GHG","Africa_Western",2065,1268.15855837103
"Africa_Western","GHG","Africa_Western",2070,1240.96401603626
"Africa_Western","GHG","Africa_Western",2075,1197.88746860578
"Africa_Western","GHG","Africa_Western",2080,1140.15517727394
"Africa_Western","GHG","Africa_Western",2085,1070.30724238496
"Africa_Western","GHG","Africa_Western",2090,991.654128492093
"Africa_Western","GHG","Africa_Western",2095,907.086144772584
"Africa_Western","GHG","Africa_Western",2100,819.498408802116
"Argentina","GHG","Argentina",2020,398.529059818511
"Argentina","GHG","Argentina",2025,432.964529909255
"Argentina","GHG","Argentina",2030,467.4
"Argentina","GHG","Argentina",2035,415.264859972311
"Argentina","GHG","Argentina",2040,362.945554329071
"Argentina","GHG","Argentina",2045,312.686670548224
"Argentina","GHG","Argentina",2050,267.277892090244
"Argentina","GHG","Argentina",2055,227.01766598616
"Argentina","GHG","Argentina",2060,191.579396665919
"Argentina","GHG","Argentina",2065,160.70173680187
"Argentina","GHG","Argentina",2070,133.926180801735
"Argentina","GHG","Argentina",2075,110.850923157282
"Argentina","GHG","Argentina",2080,91.3035844138815
"Argentina","GHG","Argentina",2085,74.9262426497311
"Argentina","GHG","Argentina",2090,61.304138131821
"Argentina","GHG","Argentina",2095,49.9993661084839
"Argentina","GHG","Argentina",2100,40.6378994865771
"Australia_NZ","GHG","Australia_NZ",2020,499
"Australia_NZ","GHG","Australia_NZ",2025,469.30125
"Australia_NZ","GHG","Australia_NZ",2030,439.6025
"Australia_NZ","GHG","Australia_NZ",2035,378.016884297179
"Australia_NZ","GHG","Australia_NZ",2040,323.785647920768
"Australia_NZ","GHG","Australia_NZ",2045,276.752901596595
"Australia_NZ","GHG","Australia_NZ",2050,234.680784624327
"Australia_NZ","GHG","Australia_NZ",2055,197.993601289137
"Australia_NZ","GHG","Australia_NZ",2060,167.179153294368
"Australia_NZ","GHG","Australia_NZ",2065,140.948648782947
"Australia_NZ","GHG","Australia_NZ",2070,118.411610730349
"Australia_NZ","GHG","Australia_NZ",2075,98.8355366640173
"Australia_NZ","GHG","Australia_NZ",2080,82.034494089312
"Australia_NZ","GHG","Australia_NZ",2085,67.6806237801123
"Australia_NZ","GHG","Australia_NZ",2090,55.5805743103447
"Australia_NZ","GHG","Australia_NZ",2095,45.4879855522004
"Australia_NZ","GHG","Australia_NZ",2100,37.1060644470057
"Brazil","GHG","Brazil",2020,1600.9510127949
"Brazil","GHG","Brazil",2025,1323
"Brazil","GHG","Brazil",2030,1197
"Brazil","GHG","Brazil",2035,983.028225269413
"Brazil","GHG","Brazil",2040,800.409847002331
"Brazil","GHG","Brazil",2045,645.808740927998
"Brazil","GHG","Brazil",2050,516.213995372473
"Brazil","GHG","Brazil",2055,410.534844596413
"Brazil","GHG","Brazil",2060,324.945097214296
"Brazil","GHG","Brazil",2065,255.423224031054
"Brazil","GHG","Brazil",2070,199.803095372877
"Brazil","GHG","Brazil",2075,155.989441614001
"Brazil","GHG","Brazil",2080,121.235450324404
"Brazil","GHG","Brazil",2085,93.8565697097457
"Brazil","GHG","Brazil",2090,72.465524318977
"Brazil","GHG","Brazil",2095,55.8592080170496
"Brazil","GHG","Brazil",2100,42.9928217717665
"Canada","GHG","Canada",2020,655.7
"Canada","GHG","Canada",2025,604.08435
"Canada","GHG","Canada",2030,552.4687
"Canada","GHG","Canada",2035,469.995923148198
"Canada","GHG","Canada",2040,398.995912247987
"Canada","GHG","Canada",2045,336.581538169959
"Canada","GHG","Canada",2050,281.648707765896
"Canada","GHG","Canada",2055,234.485576578405
"Canada","GHG","Canada",2060,195.408947686629
"Canada","GHG","Canada",2065,163.241329926752
"Canada","GHG","Canada",2070,136.36441785693
"Canada","GHG","Canada",2075,113.519842144692
"Canada","GHG","Canada",2080,94.1639694739256
"Canada","GHG","Canada",2085,77.7326934953003
"Canada","GHG","Canada",2090,63.9183051380205
"Canada","GHG","Canada",2095,52.4101246506203
"Canada","GHG","Canada",2100,42.8641817036889
"Central America and Caribbean","GHG","Central America and Caribbean",2020,414.563506441618
"Central America and Caribbean","GHG","Central America and Caribbean",2025,454.622166287485
"Central America and Caribbean","GHG","Central America and Caribbean",2030,494.680826133353
"Central America and Caribbean","GHG","Central America and Caribbean",2035,449.61667128523
"Central America and Caribbean","GHG","Central America and Caribbean",2040,407.18459965716
"Central America and Caribbean","GHG","Central America and Caribbean",2045,367.13980011923
"Central America and Caribbean","GHG","Central America and Caribbean",2050,328.841293186434
